# Port-to-port sea distances in centitiles, keyed by mooring LAND tiles so index
# order never matters. GENERATED by scripts/rekey_sea_matrix.py from the tooling
# repo's docs/sailing-sea-matrix.tsv + docs/mooring-points.tsv — do not edit by hand.
fromLandX	fromLandY	toLandX	toLandY	centitiles
2660	2392	1758	2655	97435
2660	2392	1776	3141	129997
2660	2392	2759	3229	92186
2660	2392	2796	3413	105890
2660	2392	2849	2325	20456
2660	2392	2878	3335	105955
2660	2392	1844	3688	157075
2660	2392	2860	3970	220475
2660	2392	1873	2983	101357
2660	2392	2907	3225	96788
2660	2392	1862	3307	126896
2660	2392	1892	3428	132605
2660	2392	2927	4055	230797
2660	2392	2996	2287	36280
2660	2392	2965	2608	37902
2660	2392	1922	2759	84645
2660	2392	1958	3113	105630
2660	2392	2960	3146	86854
2660	2392	1953	4056	191055
2660	2392	3060	2638	47402
2660	2392	3069	2986	73085
2660	2392	3050	3192	91554
2651	2677	2059	2605	61676
2651	2677	2095	3188	77918
2651	2677	2079	3689	131273
2651	2677	3173	2368	62356
2651	2677	3145	2824	53287
2651	2677	2143	3121	70108
2651	2677	2157	3325	90940
2651	2677	2148	3531	112256
2651	2677	2151	3880	148819
2651	2677	2193	2319	59166
2651	2677	1201	2733	146196
2651	2677	2220	3466	113202
2651	2677	2282	2821	40256
2651	2677	3353	2215	85580
2651	2677	2344	2268	52097
2651	2677	2320	2774	36028
2651	2677	2305	3689	133856
2651	2677	2310	3781	141865
2651	2677	2411	3781	148373
2651	2677	2467	2718	20070
2651	2677	1451	2969	127180
2651	2677	2532	2531	19497
2651	2677	1513	2973	122507
2651	2677	1506	3402	138272
2651	2677	2542	3764	160660
2651	2677	2569	2295	40917
2651	2677	2569	2295	40817
2651	2677	1555	2772	111659
2651	2677	2579	2843	18304
2651	2677	2612	3841	169114
2651	2677	2660	2392	30581
2651	2677	2685	3162	49336
2651	2677	2670	3266	59996
2651	2677	2629	3704	167574
2651	2677	2751	2951	29776
2651	2677	2746	3304	65930
2651	2677	1726	3453	123311
2651	2677	2808	2509	25051
2651	2677	1758	2655	88980
2651	2677	1776	3141	111618
2651	2677	2759	3229	64102
2651	2677	2796	3413	77806
2651	2677	2849	2325	41854
2651	2677	2878	3335	77871
2651	2677	1844	3688	134092
2651	2677	2860	3970	197492
2651	2677	1873	2983	87544
2651	2677	2907	3225	78248
2651	2677	1862	3307	103913
2651	2677	1892	3428	109622
2651	2677	2927	4055	207814
2651	2677	2996	2287	53390
2651	2677	2965	2608	34294
2651	2677	1922	2759	74737
2651	2677	1958	3113	84714
2651	2677	2960	3146	70034
2651	2677	1953	4056	168072
2651	2677	3060	2638	42680
2651	2677	3069	2986	56265
2651	2677	3050	3192	74734
2685	3162	2059	2605	94343
2685	3162	2095	3188	102870
2685	3162	2079	3689	156225
2685	3162	3173	2368	97968
2685	3162	3145	2824	69002
2685	3162	2143	3121	95060
2685	3162	2157	3325	115892
2685	3162	2148	3531	137208
2685	3162	2151	3880	173771
2685	3162	2193	2319	100911
2685	3162	1201	2733	176271
2685	3162	2220	3466	138154
2685	3162	2282	2821	66347
2685	3162	3353	2215	121192
2685	3162	2344	2268	97697
2685	3162	2320	2774	65047
2685	3162	2305	3689	158808
2685	3162	2310	3781	166817
2685	3162	2411	3781	173325
2685	3162	2467	2718	52343
2685	3162	1451	2969	155623
2685	3162	2532	2531	67256
2685	3162	1513	2973	150950
2685	3162	1506	3402	163224
2685	3162	2542	3764	185612
2685	3162	2569	2295	89628
2685	3162	2569	2295	89528
2685	3162	1555	2772	140774
2685	3162	2579	2843	35783
2685	3162	2612	3841	194066
2685	3162	2660	2392	77420
2685	3162	2651	2677	49336
2685	3162	2670	3266	10660
2685	3162	2629	3704	192526
2685	3162	2751	2951	22536
2685	3162	2746	3304	16690
2685	3162	1726	3453	148263
2685	3162	2808	2509	68826
2685	3162	1758	2655	121647
2685	3162	1776	3141	136570
2685	3162	2759	3229	14862
2685	3162	2796	3413	28566
2685	3162	2849	2325	87488
2685	3162	2878	3335	28631
2685	3162	1844	3688	159044
2685	3162	2860	3970	222444
2685	3162	1873	2983	115987
2685	3162	2907	3225	29008
2685	3162	1862	3307	128865
2685	3162	1892	3428	134574
2685	3162	2927	4055	232766
2685	3162	2996	2287	94978
2685	3162	2965	2608	65275
2685	3162	1922	2759	103852
2685	3162	1958	3113	109666
2685	3162	2960	3146	37332
2685	3162	1953	4056	193024
2685	3162	3060	2638	69337
2685	3162	3069	2986	57072
2685	3162	3050	3192	54190
2670	3266	2059	2605	105003
2670	3266	2095	3188	113530
2670	3266	2079	3689	166885
2670	3266	3173	2368	108628
2670	3266	3145	2824	71536
2670	3266	2143	3121	105720
2670	3266	2157	3325	126552
2670	3266	2148	3531	147868
2670	3266	2151	3880	184431
2670	3266	2193	2319	111571
2670	3266	1201	2733	186931
2670	3266	2220	3466	148814
2670	3266	2282	2821	77007
2670	3266	3353	2215	131852
2670	3266	2344	2268	108357
2670	3266	2320	2774	75707
2670	3266	2305	3689	169468
2670	3266	2310	3781	177477
2670	3266	2411	3781	183985
2670	3266	2467	2718	63003
2670	3266	1451	2969	166283
2670	3266	2532	2531	77916
2670	3266	1513	2973	161610
2670	3266	1506	3402	173884
2670	3266	2542	3764	196272
2670	3266	2569	2295	100288
2670	3266	2569	2295	100188
2670	3266	1555	2772	151434
2670	3266	2579	2843	46443
2670	3266	2612	3841	204726
2670	3266	2660	2392	88080
2670	3266	2651	2677	59996
2670	3266	2685	3162	10660
2670	3266	2629	3704	203186
2670	3266	2751	2951	33196
2670	3266	2746	3304	10883
2670	3266	1726	3453	158923
2670	3266	2808	2509	79486
2670	3266	1758	2655	132307
2670	3266	1776	3141	147230
2670	3266	2759	3229	10410
2670	3266	2796	3413	22759
2670	3266	2849	2325	98148
2670	3266	2878	3335	23470
2670	3266	1844	3688	169704
2670	3266	2860	3970	233104
2670	3266	1873	2983	126647
2670	3266	2907	3225	24556
2670	3266	1862	3307	139525
2670	3266	1892	3428	145234
2670	3266	2927	4055	243426
2670	3266	2996	2287	105638
2670	3266	2965	2608	75935
2670	3266	1922	2759	114512
2670	3266	1958	3113	120326
2670	3266	2960	3146	32880
2670	3266	1953	4056	203684
2670	3266	3060	2638	79997
2670	3266	3069	2986	52620
2670	3266	3050	3192	49738
2629	3704	2059	2605	150286
2629	3704	2095	3188	90766
2629	3704	2079	3689	55387
2629	3704	3173	2368	229412
2629	3704	3145	2824	212687
2629	3704	2143	3121	97779
2629	3704	2157	3325	77591
2629	3704	2148	3531	57211
2629	3704	2151	3880	53163
2629	3704	2193	2319	179770
2629	3704	1201	2733	189493
2629	3704	2220	3466	58788
2629	3704	2282	2821	140220
2629	3704	3353	2215	252636
2629	3704	2344	2268	189379
2629	3704	2320	2774	143900
2629	3704	2305	3689	33871
2629	3704	2310	3781	35396
2629	3704	2411	3781	24127
2629	3704	2467	2718	151608
2629	3704	1451	2969	163421
2629	3704	2532	2531	172757
2629	3704	1513	2973	158748
2629	3704	1506	3402	121149
2629	3704	2542	3764	10776
2629	3704	2569	2295	195842
2629	3704	2569	2295	195742
2629	3704	1555	2772	156894
2629	3704	2579	2843	157064
2629	3704	2612	3841	13908
2629	3704	2660	2392	190557
2629	3704	2651	2677	167574
2629	3704	2685	3162	192526
2629	3704	2670	3266	203186
2629	3704	2751	2951	177321
2629	3704	2746	3304	209120
2629	3704	1726	3453	98169
2629	3704	2808	2509	191932
2629	3704	1758	2655	151634
2629	3704	1776	3141	113021
2629	3704	2759	3229	207292
2629	3704	2796	3413	220996
2629	3704	2849	2325	206466
2629	3704	2878	3335	221061
2629	3704	1844	3688	79220
2629	3704	2860	3970	36412
2629	3704	1873	2983	117289
2629	3704	2907	3225	221438
2629	3704	1862	3307	92368
2629	3704	1892	3428	82636
2629	3704	2927	4055	46734
2629	3704	2996	2287	219046
2629	3704	2965	2608	200585
2629	3704	1922	2759	138179
2629	3704	1958	3113	101345
2629	3704	2960	3146	224494
2629	3704	1953	4056	78874
2629	3704	3060	2638	208971
2629	3704	3069	2986	211167
2629	3704	3050	3192	229194
2751	2951	2059	2605	79138
2751	2951	2095	3188	87665
2751	2951	2079	3689	141020
2751	2951	3173	2368	75432
2751	2951	3145	2824	46466
2751	2951	2143	3121	79855
2751	2951	2157	3325	100687
2751	2951	2148	3531	122003
2751	2951	2151	3880	158566
2751	2951	2193	2319	84581
2751	2951	1201	2733	161066
2751	2951	2220	3466	122949
2751	2951	2282	2821	51142
2751	2951	3353	2215	98656
2751	2951	2344	2268	80262
2751	2951	2320	2774	49842
2751	2951	2305	3689	143603
2751	2951	2310	3781	151612
2751	2951	2411	3781	158120
2751	2951	2467	2718	37138
2751	2951	1451	2969	140418
2751	2951	2532	2531	47696
2751	2951	1513	2973	135745
2751	2951	1506	3402	148019
2751	2951	2542	3764	170407
2751	2951	2569	2295	70068
2751	2951	2569	2295	69968
2751	2951	1555	2772	125569
2751	2951	2579	2843	20578
2751	2951	2612	3841	178861
2751	2951	2660	2392	57860
2751	2951	2651	2677	29776
2751	2951	2685	3162	22536
2751	2951	2670	3266	33196
2751	2951	2629	3704	177321
2751	2951	2746	3304	39130
2751	2951	1726	3453	133058
2751	2951	2808	2509	46290
2751	2951	1758	2655	106442
2751	2951	1776	3141	121365
2751	2951	2759	3229	37302
2751	2951	2796	3413	51006
2751	2951	2849	2325	65190
2751	2951	2878	3335	51071
2751	2951	1844	3688	143839
2751	2951	2860	3970	207239
2751	2951	1873	2983	100782
2751	2951	2907	3225	51448
2751	2951	1862	3307	113660
2751	2951	1892	3428	119369
2751	2951	2927	4055	217561
2751	2951	2996	2287	72442
2751	2951	2965	2608	42739
2751	2951	1922	2759	88647
2751	2951	1958	3113	94461
2751	2951	2960	3146	55345
2751	2951	1953	4056	177819
2751	2951	3060	2638	46801
2751	2951	3069	2986	42018
2751	2951	3050	3192	60045
2746	3304	2059	2605	110937
2746	3304	2095	3188	119464
2746	3304	2079	3689	172819
2746	3304	3173	2368	114562
2746	3304	3145	2824	66740
2746	3304	2143	3121	111654
2746	3304	2157	3325	132486
2746	3304	2148	3531	153802
2746	3304	2151	3880	190365
2746	3304	2193	2319	117505
2746	3304	1201	2733	192865
2746	3304	2220	3466	154748
2746	3304	2282	2821	82941
2746	3304	3353	2215	131155
2746	3304	2344	2268	114291
2746	3304	2320	2774	81641
2746	3304	2305	3689	175402
2746	3304	2310	3781	183411
2746	3304	2411	3781	189919
2746	3304	2467	2718	68937
2746	3304	1451	2969	172217
2746	3304	2532	2531	83850
2746	3304	1513	2973	167544
2746	3304	1506	3402	179818
2746	3304	2542	3764	202206
2746	3304	2569	2295	106222
2746	3304	2569	2295	106122
2746	3304	1555	2772	157368
2746	3304	2579	2843	52377
2746	3304	2612	3841	210660
2746	3304	2660	2392	94014
2746	3304	2651	2677	65930
2746	3304	2685	3162	16690
2746	3304	2670	3266	10883
2746	3304	2629	3704	209120
2746	3304	2751	2951	39130
2746	3304	1726	3453	164857
2746	3304	2808	2509	85420
2746	3304	1758	2655	138241
2746	3304	1776	3141	153164
2746	3304	2759	3229	7764
2746	3304	2796	3413	11876
2746	3304	2849	2325	104082
2746	3304	2878	3335	14265
2746	3304	1844	3688	175638
2746	3304	2860	3970	239038
2746	3304	1873	2983	132581
2746	3304	2907	3225	19692
2746	3304	1862	3307	145459
2746	3304	1892	3428	151168
2746	3304	2927	4055	249360
2746	3304	2996	2287	111572
2746	3304	2965	2608	81869
2746	3304	1922	2759	120446
2746	3304	1958	3113	126260
2746	3304	2960	3146	28084
2746	3304	1953	4056	209618
2746	3304	3060	2638	81510
2746	3304	3069	2986	47824
2746	3304	3050	3192	44942
1726	3453	2059	2605	92644
1726	3453	2095	3188	47125
1726	3453	2079	3689	51117
1726	3453	3173	2368	185149
1726	3453	3145	2824	168424
1726	3453	2143	3121	54729
1726	3453	2157	3325	46320
1726	3453	2148	3531	45112
1726	3453	2151	3880	68828
1726	3453	2193	2319	123712
1726	3453	1201	2733	120700
1726	3453	2220	3466	50752
1726	3453	2282	2821	95957
1726	3453	3353	2215	208373
1726	3453	2344	2268	134511
1726	3453	2320	2774	97337
1726	3453	2305	3689	64726
1726	3453	2310	3781	70535
1726	3453	2411	3781	78968
1726	3453	2467	2718	107345
1726	3453	1451	2969	94628
1726	3453	2532	2531	128494
1726	3453	1513	2973	89955
1726	3453	1506	3402	23076
1726	3453	2542	3764	91255
1726	3453	2569	2295	144986
1726	3453	2569	2295	144903
1726	3453	1555	2772	88101
1726	3453	2579	2843	112801
1726	3453	2612	3841	99709
1726	3453	2660	2392	146294
1726	3453	2651	2677	123311
1726	3453	2685	3162	148263
1726	3453	2670	3266	158923
1726	3453	2629	3704	98169
1726	3453	2751	2951	133058
1726	3453	2746	3304	164857
1726	3453	2808	2509	147669
1726	3453	1758	2655	85544
1726	3453	1776	3141	32363
1726	3453	2759	3229	163029
1726	3453	2796	3413	176733
1726	3453	2849	2325	162203
1726	3453	2878	3335	176798
1726	3453	1844	3688	39619
1726	3453	2860	3970	128087
1726	3453	1873	2983	50400
1726	3453	2907	3225	177175
1726	3453	1862	3307	20384
1726	3453	1892	3428	18563
1726	3453	2927	4055	138409
1726	3453	2996	2287	174783
1726	3453	2965	2608	156322
1726	3453	1922	2759	74297
1726	3453	1958	3113	41463
1726	3453	2960	3146	180231
1726	3453	1953	4056	77067
1726	3453	3060	2638	164708
1726	3453	3069	2986	166904
1726	3453	3050	3192	184931
2808	2509	2059	2605	78894
2808	2509	2095	3188	102276
2808	2509	2079	3689	155631
2808	2509	3173	2368	39908
2808	2509	3145	2824	46133
2808	2509	2143	3121	94466
2808	2509	2157	3325	115298
2808	2509	2148	3531	136614
2808	2509	2151	3880	173177
2808	2509	2193	2319	67685
2808	2509	1201	2733	167081
2808	2509	2220	3466	137560
2808	2509	2282	2821	63373
2808	2509	3353	2215	62146
2808	2509	2344	2268	52988
2808	2509	2320	2774	58596
2808	2509	2305	3689	158214
2808	2509	2310	3781	166223
2808	2509	2411	3781	172731
2808	2509	2467	2718	43187
2808	2509	1451	2969	148065
2808	2509	2532	2531	29133
2808	2509	1513	2973	143392
2808	2509	1506	3402	162630
2808	2509	2542	3764	185018
2808	2509	2569	2295	32717
2808	2509	2569	2295	32617
2808	2509	1555	2772	132544
2808	2509	2579	2843	41854
2808	2509	2612	3841	193472
2808	2509	2660	2392	19239
2808	2509	2651	2677	25051
2808	2509	2685	3162	68826
2808	2509	2670	3266	79486
2808	2509	2629	3704	191932
2808	2509	2751	2951	46290
2808	2509	2746	3304	85420
2808	2509	1726	3453	147669
2808	2509	1758	2655	108905
2808	2509	1776	3141	135976
2808	2509	2759	3229	83592
2808	2509	2796	3413	97296
2808	2509	2849	2325	19236
2808	2509	2878	3335	91639
2808	2509	1844	3688	158450
2808	2509	2860	3970	221850
2808	2509	1873	2983	108429
2808	2509	2907	3225	79891
2808	2509	1862	3307	128271
2808	2509	1892	3428	133980
2808	2509	2927	4055	232172
2808	2509	2996	2287	29106
2808	2509	2965	2608	18923
2808	2509	1922	2759	95622
2808	2509	1958	3113	109072
2808	2509	2960	3146	69957
2808	2509	1953	4056	192430
2808	2509	3060	2638	28440
2808	2509	3069	2986	55355
2808	2509	3050	3192	74657
1758	2655	2059	2605	30372
1758	2655	2095	3188	64756
1758	2655	2079	3689	114853
1758	2655	3173	2368	147784
1758	2655	3145	2824	141808
1758	2655	2143	3121	60270
1758	2655	2157	3325	78014
1758	2655	2148	3531	96316
1758	2655	2151	3880	132879
1758	2655	2193	2319	54467
1758	2655	1201	2733	59742
1758	2655	2220	3466	97262
1758	2655	2282	2821	60824
1758	2655	3353	2215	169308
1758	2655	2344	2268	71222
1758	2655	2320	2774	57960
1758	2655	2305	3689	117916
1758	2655	2310	3781	125925
1758	2655	2411	3781	132433
1758	2655	2467	2718	71488
1758	2655	1451	2969	45078
1758	2655	2532	2531	81573
1758	2655	1513	2973	41430
1758	2655	1506	3402	96975
1758	2655	2542	3764	144720
1758	2655	2569	2295	88912
1758	2655	2569	2295	88888
1758	2655	1555	2772	25205
1758	2655	2579	2843	86185
1758	2655	2612	3841	153174
1758	2655	2660	2392	97435
1758	2655	2651	2677	88980
1758	2655	2685	3162	121647
1758	2655	2670	3266	132307
1758	2655	2629	3704	151634
1758	2655	2751	2951	106442
1758	2655	2746	3304	138241
1758	2655	1726	3453	85544
1758	2655	2808	2509	108905
1758	2655	1776	3141	68467
1758	2655	2759	3229	136413
1758	2655	2796	3413	150117
1758	2655	2849	2325	116168
1758	2655	2878	3335	150182
1758	2655	1844	3688	107532
1758	2655	2860	3970	181552
1758	2655	1873	2983	35144
1758	2655	2907	3225	150559
1758	2655	1862	3307	67948
1758	2655	1892	3428	81111
1758	2655	2927	4055	191874
1758	2655	2996	2287	131992
1758	2655	2965	2608	122170
1758	2655	1922	2759	18831
1758	2655	1958	3113	50572
1758	2655	2960	3146	153615
1758	2655	1953	4056	144212
1758	2655	3060	2638	130556
1758	2655	3069	2986	140288
1758	2655	3050	3192	158315
1776	3141	2059	2605	75567
1776	3141	2095	3188	39634
1776	3141	2079	3689	69644
1776	3141	3173	2368	173456
1776	3141	3145	2824	156731
1776	3141	2143	3121	45504
1776	3141	2157	3325	48008
1776	3141	2148	3531	57366
1776	3141	2151	3880	87355
1776	3141	2193	2319	106635
1776	3141	1201	2733	103623
1776	3141	2220	3466	60199
1776	3141	2282	2821	83804
1776	3141	3353	2215	196680
1776	3141	2344	2268	118114
1776	3141	2320	2774	80940
1776	3141	2305	3689	79578
1776	3141	2310	3781	86062
1776	3141	2411	3781	93820
1776	3141	2467	2718	95652
1776	3141	1451	2969	77551
1776	3141	2532	2531	112247
1776	3141	1513	2973	72878
1776	3141	1506	3402	41924
1776	3141	2542	3764	106107
1776	3141	2569	2295	128589
1776	3141	2569	2295	128506
1776	3141	1555	2772	71024
1776	3141	2579	2843	101108
1776	3141	2612	3841	114561
1776	3141	2660	2392	129997
1776	3141	2651	2677	111618
1776	3141	2685	3162	136570
1776	3141	2670	3266	147230
1776	3141	2629	3704	113021
1776	3141	2751	2951	121365
1776	3141	2746	3304	153164
1776	3141	1726	3453	32363
1776	3141	2808	2509	135976
1776	3141	1758	2655	68467
1776	3141	2759	3229	151336
1776	3141	2796	3413	165040
1776	3141	2849	2325	148106
1776	3141	2878	3335	165105
1776	3141	1844	3688	58911
1776	3141	2860	3970	142939
1776	3141	1873	2983	33323
1776	3141	2907	3225	165482
1776	3141	1862	3307	20653
1776	3141	1892	3428	32983
1776	3141	2927	4055	153261
1776	3141	2996	2287	162536
1776	3141	2965	2608	144629
1776	3141	1922	2759	57220
1776	3141	1958	3113	27000
1776	3141	2960	3146	168538
1776	3141	1953	4056	96359
1776	3141	3060	2638	153015
1776	3141	3069	2986	155211
1776	3141	3050	3192	173238
2759	3229	2059	2605	109109
2759	3229	2095	3188	117636
2759	3229	2079	3689	170991
2759	3229	3173	2368	111953
2759	3229	3145	2824	63425
2759	3229	2143	3121	109826
2759	3229	2157	3325	130658
2759	3229	2148	3531	151974
2759	3229	2151	3880	188537
2759	3229	2193	2319	115677
2759	3229	1201	2733	191037
2759	3229	2220	3466	152920
2759	3229	2282	2821	81113
2759	3229	3353	2215	127840
2759	3229	2344	2268	112463
2759	3229	2320	2774	79813
2759	3229	2305	3689	173574
2759	3229	2310	3781	181583
2759	3229	2411	3781	188091
2759	3229	2467	2718	67109
2759	3229	1451	2969	170389
2759	3229	2532	2531	82022
2759	3229	1513	2973	165716
2759	3229	1506	3402	177990
2759	3229	2542	3764	200378
2759	3229	2569	2295	104394
2759	3229	2569	2295	104294
2759	3229	1555	2772	155540
2759	3229	2579	2843	50549
2759	3229	2612	3841	208832
2759	3229	2660	2392	92186
2759	3229	2651	2677	64102
2759	3229	2685	3162	14862
2759	3229	2670	3266	10410
2759	3229	2629	3704	207292
2759	3229	2751	2951	37302
2759	3229	2746	3304	7764
2759	3229	1726	3453	163029
2759	3229	2808	2509	83592
2759	3229	1758	2655	136413
2759	3229	1776	3141	151336
2759	3229	2796	3413	19160
2759	3229	2849	2325	102254
2759	3229	2878	3335	16911
2759	3229	1844	3688	173810
2759	3229	2860	3970	237210
2759	3229	1873	2983	130753
2759	3229	2907	3225	16445
2759	3229	1862	3307	143631
2759	3229	1892	3428	149340
2759	3229	2927	4055	247532
2759	3229	2996	2287	109744
2759	3229	2965	2608	80041
2759	3229	1922	2759	118618
2759	3229	1958	3113	124432
2759	3229	2960	3146	24769
2759	3229	1953	4056	207790
2759	3229	3060	2638	78195
2759	3229	3069	2986	44509
2759	3229	3050	3192	41627
2796	3413	2059	2605	122813
2796	3413	2095	3188	131340
2796	3413	2079	3689	184695
2796	3413	3173	2368	120900
2796	3413	3145	2824	72372
2796	3413	2143	3121	123530
2796	3413	2157	3325	144362
2796	3413	2148	3531	165678
2796	3413	2151	3880	202241
2796	3413	2193	2319	129381
2796	3413	1201	2733	204741
2796	3413	2220	3466	166624
2796	3413	2282	2821	94817
2796	3413	3353	2215	136787
2796	3413	2344	2268	126167
2796	3413	2320	2774	93517
2796	3413	2305	3689	187278
2796	3413	2310	3781	195287
2796	3413	2411	3781	201795
2796	3413	2467	2718	80813
2796	3413	1451	2969	184093
2796	3413	2532	2531	95726
2796	3413	1513	2973	179420
2796	3413	1506	3402	191694
2796	3413	2542	3764	214082
2796	3413	2569	2295	118098
2796	3413	2569	2295	117998
2796	3413	1555	2772	169244
2796	3413	2579	2843	64253
2796	3413	2612	3841	222536
2796	3413	2660	2392	105890
2796	3413	2651	2677	77806
2796	3413	2685	3162	28566
2796	3413	2670	3266	22759
2796	3413	2629	3704	220996
2796	3413	2751	2951	51006
2796	3413	2746	3304	11876
2796	3413	1726	3453	176733
2796	3413	2808	2509	97296
2796	3413	1758	2655	150117
2796	3413	1776	3141	165040
2796	3413	2759	3229	19160
2796	3413	2849	2325	115958
2796	3413	2878	3335	13384
2796	3413	1844	3688	187514
2796	3413	2860	3970	250914
2796	3413	1873	2983	144457
2796	3413	2907	3225	23901
2796	3413	1862	3307	157335
2796	3413	1892	3428	163044
2796	3413	2927	4055	261236
2796	3413	2996	2287	120736
2796	3413	2965	2608	90029
2796	3413	1922	2759	132322
2796	3413	1958	3113	138136
2796	3413	2960	3146	33716
2796	3413	1953	4056	221494
2796	3413	3060	2638	87142
2796	3413	3069	2986	53456
2796	3413	3050	3192	50574
2849	2325	2059	2605	86157
2849	2325	2095	3188	116810
2849	2325	2079	3689	170165
2849	2325	3173	2368	34595
2849	2325	3145	2824	58811
2849	2325	2143	3121	109000
2849	2325	2157	3325	129832
2849	2325	2148	3531	151148
2849	2325	2151	3880	187711
2849	2325	2193	2319	68036
2849	2325	1201	2733	174344
2849	2325	2220	3466	152094
2849	2325	2282	2821	75663
2849	2325	3353	2215	54628
2849	2325	2344	2268	51692
2849	2325	2320	2774	70041
2849	2325	2305	3689	172748
2849	2325	2310	3781	180757
2849	2325	2411	3781	187265
2849	2325	2467	2718	55685
2849	2325	1451	2969	155328
2849	2325	2532	2531	37977
2849	2325	1513	2973	150655
2849	2325	1506	3402	176614
2849	2325	2542	3764	199552
2849	2325	2569	2295	28939
2849	2325	2569	2295	28839
2849	2325	1555	2772	139807
2849	2325	2579	2843	58657
2849	2325	2612	3841	208006
2849	2325	2660	2392	20456
2849	2325	2651	2677	41854
2849	2325	2685	3162	87488
2849	2325	2670	3266	98148
2849	2325	2629	3704	206466
2849	2325	2751	2951	65190
2849	2325	2746	3304	104082
2849	2325	1726	3453	162203
2849	2325	2808	2509	19236
2849	2325	1758	2655	116168
2849	2325	1776	3141	148106
2849	2325	2759	3229	102254
2849	2325	2796	3413	115958
2849	2325	2878	3335	108602
2849	2325	1844	3688	172984
2849	2325	2860	3970	236384
2849	2325	1873	2983	119466
2849	2325	2907	3225	96854
2849	2325	1862	3307	142805
2849	2325	1892	3428	148514
2849	2325	2927	4055	246706
2849	2325	2996	2287	17312
2849	2325	2965	2608	30624
2849	2325	1922	2759	103055
2849	2325	1958	3113	123606
2849	2325	2960	3146	86920
2849	2325	1953	4056	206964
2849	2325	3060	2638	38476
2849	2325	3069	2986	71476
2849	2325	3050	3192	91620
2878	3335	2059	2605	122878
2878	3335	2095	3188	131405
2878	3335	2079	3689	184760
2878	3335	3173	2368	108866
2878	3335	3145	2824	60338
2878	3335	2143	3121	123595
2878	3335	2157	3325	144427
2878	3335	2148	3531	165743
2878	3335	2151	3880	202306
2878	3335	2193	2319	129446
2878	3335	1201	2733	204806
2878	3335	2220	3466	166689
2878	3335	2282	2821	94882
2878	3335	3353	2215	124753
2878	3335	2344	2268	126232
2878	3335	2320	2774	93582
2878	3335	2305	3689	187343
2878	3335	2310	3781	195352
2878	3335	2411	3781	201860
2878	3335	2467	2718	80878
2878	3335	1451	2969	184158
2878	3335	2532	2531	95791
2878	3335	1513	2973	179485
2878	3335	1506	3402	191759
2878	3335	2542	3764	214147
2878	3335	2569	2295	118163
2878	3335	2569	2295	118063
2878	3335	1555	2772	169309
2878	3335	2579	2843	64318
2878	3335	2612	3841	222601
2878	3335	2660	2392	105955
2878	3335	2651	2677	77871
2878	3335	2685	3162	28631
2878	3335	2670	3266	23470
2878	3335	2629	3704	221061
2878	3335	2751	2951	51071
2878	3335	2746	3304	14265
2878	3335	1726	3453	176798
2878	3335	2808	2509	91639
2878	3335	1758	2655	150182
2878	3335	1776	3141	165105
2878	3335	2759	3229	16911
2878	3335	2796	3413	13384
2878	3335	2849	2325	108602
2878	3335	1844	3688	187579
2878	3335	2860	3970	250979
2878	3335	1873	2983	144522
2878	3335	2907	3225	11748
2878	3335	1862	3307	157400
2878	3335	1892	3428	163109
2878	3335	2927	4055	261301
2878	3335	2996	2287	108702
2878	3335	2965	2608	77995
2878	3335	1922	2759	132387
2878	3335	1958	3113	138201
2878	3335	2960	3146	21682
2878	3335	1953	4056	221559
2878	3335	3060	2638	75108
2878	3335	3069	2986	41422
2878	3335	3050	3192	38540
1844	3688	2059	2605	113288
1844	3688	2095	3188	56191
1844	3688	2079	3689	26254
1844	3688	3173	2368	195930
1844	3688	3145	2824	179205
1844	3688	2143	3121	64504
1844	3688	2157	3325	48325
1844	3688	2148	3531	34530
1844	3688	2151	3880	39832
1844	3688	2193	2319	144356
1844	3688	1201	2733	142688
1844	3688	2220	3466	44955
1844	3688	2282	2821	106738
1844	3688	3353	2215	219154
1844	3688	2344	2268	153965
1844	3688	2320	2774	110418
1844	3688	2305	3689	47004
1844	3688	2310	3781	48680
1844	3688	2411	3781	58932
1844	3688	2467	2718	118126
1844	3688	1451	2969	116616
1844	3688	2532	2531	139275
1844	3688	1513	2973	111943
1844	3688	1506	3402	62599
1844	3688	2542	3764	72018
1844	3688	2569	2295	162360
1844	3688	2569	2295	162260
1844	3688	1555	2772	110089
1844	3688	2579	2843	123582
1844	3688	2612	3841	80472
1844	3688	2660	2392	157075
1844	3688	2651	2677	134092
1844	3688	2685	3162	159044
1844	3688	2670	3266	169704
1844	3688	2629	3704	79220
1844	3688	2751	2951	143839
1844	3688	2746	3304	175638
1844	3688	1726	3453	39619
1844	3688	2808	2509	158450
1844	3688	1758	2655	107532
1844	3688	1776	3141	58911
1844	3688	2759	3229	173810
1844	3688	2796	3413	187514
1844	3688	2849	2325	172984
1844	3688	2878	3335	187579
1844	3688	2860	3970	108340
1844	3688	1873	2983	72388
1844	3688	2907	3225	187956
1844	3688	1862	3307	39584
1844	3688	1892	3428	26952
1844	3688	2927	4055	117149
1844	3688	2996	2287	185564
1844	3688	2965	2608	167103
1844	3688	1922	2759	94941
1844	3688	1958	3113	59812
1844	3688	2960	3146	191012
1844	3688	1953	4056	39585
1844	3688	3060	2638	175489
1844	3688	3069	2986	177685
1844	3688	3050	3192	195712
2860	3970	2059	2605	180204
2860	3970	2095	3188	120684
